defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,target_y
0.51,24.91,4.33,29.09,2.08,8.83,0.86,27.72,4.14,32.41,1.23,18.35,0.75,34.55,14.69,26.14,0.72,31.07,6.63,39.49,4.29,36.82,14.69,4.29,9.0,2.0,5.0,7.0,3.6573,3.9867,3.3133,1.23,0.0
13.78,33.39,12.32,25.6,3.9,26.13,0.72,32.37,0.05,27.11,4.16,30.64,0.51,35.92,0.29,24.57,3.56,17.98,6.67,43.82,8.33,11.77,13.78,12.32,8.0,3.0,4.0,6.0,4.9355,4.6089,6.1867,3.56,2.0
0.76,23.03,5.61,35.82,0.95,29.66,0.62,35.05,1.43,42.63,13.8,27.82,4.6,7.51,18.25,19.43,0.76,26.43,18.06,35.71,8.72,17.02,18.25,18.06,7.0,4.0,5.0,4.0,6.6873,6.6804,4.9167,1.43,1.0
0.24,34.97,13.26,21.1,0.57,24.8,4.38,24.37,4.87,32.04,0.71,26.77,0.56,30.22,1.52,44.9,6.03,9.22,3.0,19.57,9.86,34.68,13.26,9.86,8.0,3.0,4.0,6.0,4.0909,4.0534,3.5167,1.52,2.0
7.28,27.51,18.35,33.08,5.82,33.7,0.49,27.08,0.1,35.09,18.28,21.24,9.08,39.22,0.55,32.29,0.39,23.44,3.61,22.02,9.17,15.84,18.35,18.28,10.0,1.0,4.0,5.0,6.6473,6.41,7.2867,3.61,4.0
10.91,36.75,6.35,16.6,0.56,26.76,4.43,27.93,11.1,19.87,0.43,23.92,3.19,35.69,0.42,20.68,4.69,23.04,7.83,44.56,0.46,18.82,11.1,10.91,8.0,3.0,4.0,6.0,4.5791,3.8836,7.09,6.35,4.0
5.55,38.12,15.2,24.38,0.72,33.82,0.89,14.7,4.94,29.7,0.46,23.96,0.48,19.22,2.75,19.53,0.35,29.53,0.79,17.41,0.65,27.22,15.2,4.94,9.0,2.0,7.0,8.0,2.98,4.2538,2.3867,0.72,0.0
6.53,30.7,0.76,23.74,2.54,33.59,4.96,35.79,0.51,18.5,0.42,26.78,0.61,31.32,2.55,17.33,0.55,20.06,0.66,15.41,13.35,20.45,13.35,6.53,10.0,1.0,6.0,8.0,3.04,3.8005,2.72,0.66,0.0
4.37,35.64,1.13,25.58,1.35,29.64,9.48,34.79,1.24,32.49,8.32,11.66,4.12,28.09,8.49,43.17,13.79,26.42,1.84,19.41,1.14,35.49,13.79,9.48,8.0,3.0,4.0,6.0,5.0245,4.1454,8.405,8.32,2.0
0.27,31.87,0.51,35.78,5.94,19.32,0.81,43.21,15.86,27.78,0.25,22.67,0.4,27.36,0.54,29.02,0.11,24.73,3.76,25.49,1.87,38.22,15.86,3.76,9.0,2.0,7.0,8.0,2.7564,4.4965,2.8733,0.81,0.0
4.38,24.87,4.28,30.85,13.45,25.63,4.99,37.93,1.03,17.84,0.15,30.13,0.3,23.04,0.42,21.04,0.51,34.28,0.49,26.41,4.34,14.61,13.45,0.51,9.0,2.0,6.0,8.0,3.1218,3.7754,4.665,4.34,2.0
0.5,35.03,0.39,24.21,0.44,32.4,12.66,29.7,1.78,43.54,8.73,20.47,0.67,28.06,1.03,26.78,0.14,29.68,1.59,38.21,0.55,9.01,12.66,1.59,9.0,2.0,7.0,7.0,2.5891,3.9413,3.6867,0.55,4.0
0.62,17.66,13.4,17.25,0.84,24.71,0.77,28.96,4.46,30.15,4.88,23.05,4.12,17.63,0.54,20.95,0.6,14.88,14.67,32.94,3.31,36.52,14.67,13.4,10.0,1.0,5.0,8.0,4.3827,4.8378,2.6767,0.6,1.0
8.32,44.27,9.5,29.97,6.69,22.02,0.72,31.46,0.82,22.94,0.55,28.0,8.0,37.53,7.99,10.77,0.44,19.3,14.87,18.68,15.19,36.67,15.19,14.87,7.0,4.0,4.0,4.0,6.6445,5.222,8.1033,7.99,3.0
3.67,25.28,12.98,26.23,3.28,19.02,8.27,41.06,0.86,27.94,3.59,22.21,0.86,18.05,0.68,21.23,0.7,24.23,1.79,30.0,4.86,16.04,12.98,3.28,10.0,1.0,4.0,9.0,3.7764,3.6478,6.565,4.86,2.0
0.41,25.11,4.28,28.6,3.19,24.9,7.54,35.25,1.47,38.79,0.69,30.88,0.94,20.15,13.34,25.94,0.59,27.62,0.66,34.31,3.88,32.25,13.34,7.54,11.0,0.0,6.0,9.0,3.3627,3.7952,1.8667,0.94,1.0
0.08,23.38,3.49,24.24,0.13,35.53,0.07,27.75,7.07,19.81,9.31,36.44,0.05,30.94,11.86,26.24,3.11,29.21,3.23,33.39,1.31,43.59,11.86,9.31,9.0,2.0,5.0,7.0,3.61,3.908,3.9567,1.31,2.0
9.98,11.19,16.19,25.15,0.94,21.11,0.47,17.1,0.57,29.39,11.46,39.55,1.25,27.14,10.38,31.5,11.32,44.68,10.83,24.83,22.2,30.53,22.2,16.19,8.0,3.0,4.0,4.0,8.69,6.8183,10.92,9.98,1.0
0.41,30.62,0.31,18.22,2.46,18.45,9.38,16.87,3.57,44.6,0.47,22.26,0.25,26.5,17.53,31.4,2.68,33.07,3.05,27.43,6.3,14.24,17.53,9.38,10.0,1.0,4.0,7.0,4.2191,5.0,4.935,3.57,3.0
5.77,14.47,0.38,26.32,0.6,22.25,0.68,30.12,0.51,18.27,4.13,23.88,4.41,19.48,2.04,33.61,8.22,8.97,4.08,27.14,11.09,26.74,11.09,5.77,10.0,1.0,4.0,8.0,3.81,3.34,5.13,2.04,2.0
1.79,33.74,1.84,29.12,10.49,33.35,4.63,28.81,7.45,31.43,1.49,26.39,3.26,7.58,5.58,37.16,11.58,26.2,1.93,31.62,3.79,42.63,11.58,10.49,9.0,2.0,1.0,5.0,4.8936,3.3887,4.21,3.26,-1.0
0.47,21.61,0.33,17.41,14.64,22.61,5.11,21.41,7.66,43.73,0.92,25.55,10.45,27.9,5.92,30.26,5.31,25.41,3.87,11.2,0.75,29.28,14.64,10.45,9.0,2.0,4.0,4.0,5.0391,4.3585,5.765,3.87,3.0
0.89,24.88,9.01,13.26,8.49,42.98,1.02,20.98,1.22,28.55,4.83,21.29,1.28,35.91,0.7,17.05,4.47,17.95,15.69,32.45,4.94,25.38,15.69,4.47,8.0,3.0,5.0,7.0,4.7764,4.4889,6.26,1.28,0.0
0.74,24.18,5.63,17.35,1.37,34.13,13.9,27.3,0.07,34.57,6.5,22.03,0.72,32.67,1.08,11.79,0.14,37.05,0.58,29.77,0.5,26.68,13.9,6.5,9.0,2.0,8.0,7.0,2.8391,4.0811,3.355,1.08,0.0
0.17,34.78,0.31,28.15,6.32,44.45,0.41,30.69,0.75,24.48,5.06,36.73,13.89,35.7,13.36,20.69,4.06,25.45,5.39,17.78,8.57,10.29,13.89,13.36,8.0,3.0,4.0,5.0,5.2991,4.7474,6.76,5.39,4.0
0.7,28.26,0.97,31.9,6.86,10.62,2.82,35.5,2.94,26.24,3.49,17.05,0.77,34.34,6.28,40.13,16.09,26.46,0.63,24.32,3.49,30.58,16.09,2.82,8.0,3.0,4.0,7.0,4.0945,4.3101,5.5433,3.49,2.0
0.66,26.21,0.3,29.61,10.47,12.37,0.26,19.08,6.7,37.6,0.11,22.92,12.5,29.58,0.06,16.44,4.34,25.32,14.33,21.14,7.86,42.99,14.33,12.5,8.0,3.0,5.0,6.0,5.2355,5.1859,8.3433,6.7,2.0
0.62,23.78,9.86,22.33,4.67,28.55,6.35,17.21,0.51,27.44,0.18,25.91,2.34,19.18,8.82,46.47,0.74,30.46,7.49,34.78,16.9,35.22,16.9,9.86,10.0,1.0,4.0,6.0,5.3164,4.9968,7.5533,6.35,-1.0
0.6,24.44,0.34,26.42,7.59,18.44,0.25,33.95,10.04,9.77,0.17,30.74,11.29,24.02,0.47,37.28,16.29,32.35,4.09,34.65,7.73,44.6,16.29,11.29,8.0,3.0,5.0,6.0,5.3509,5.339,8.4533,7.59,2.0
5.31,44.92,6.62,39.83,4.65,25.24,5.21,34.02,0.88,34.85,0.45,23.4,0.77,31.04,0.89,27.04,1.78,14.97,7.18,10.01,13.78,20.07,13.78,6.62,7.0,4.0,4.0,5.0,4.32,3.8432,4.7567,1.78,2.0
9.36,39.94,26.01,21.54,7.98,26.23,0.66,31.97,0.43,20.34,10.99,20.08,1.02,28.99,21.31,13.06,1.27,24.36,16.95,29.41,7.64,20.71,26.01,16.95,9.0,2.0,4.0,4.0,9.42,8.3967,13.8867,9.36,1.0
0.76,29.63,0.57,17.59,0.96,24.62,0.91,20.8,6.07,18.32,1.12,26.21,2.23,16.42,4.75,34.37,3.74,25.98,6.42,41.9,0.68,22.51,6.07,4.75,9.0,2.0,6.0,8.0,2.5645,2.166,4.325,2.23,6.0
0.62,31.57,15.54,22.08,0.58,27.87,0.37,22.81,4.26,25.95,9.7,35.36,0.51,19.68,8.1,31.02,5.92,14.6,0.6,25.11,3.48,20.79,15.54,8.1,10.0,1.0,5.0,7.0,4.5164,4.7059,7.81,5.92,2.0
4.16,22.56,0.82,20.85,9.13,38.29,0.71,26.59,1.16,31.01,0.65,23.02,12.2,30.63,0.93,17.68,14.1,17.77,3.49,13.65,7.99,9.88,14.1,12.2,8.0,3.0,5.0,6.0,5.0309,4.7648,8.56,7.99,2.0
1.34,21.09,11.88,22.08,1.02,26.9,1.23,18.06,1.34,32.76,5.2,25.89,10.51,30.85,0.89,23.99,4.86,22.2,0.99,30.23,3.11,13.51,11.88,1.34,10.0,1.0,6.0,7.0,3.8518,3.7736,6.81,3.11,4.0
1.4,26.0,5.21,19.54,4.74,23.86,2.77,33.78,6.59,36.62,0.85,29.58,1.39,23.66,8.28,14.11,15.38,26.96,0.95,21.66,1.5,18.86,15.38,5.21,9.0,2.0,5.0,6.0,4.46,4.2079,5.88,2.77,2.0
0.38,28.83,0.2,23.07,0.44,36.41,0.08,35.04,0.4,26.99,1.02,20.66,0.43,30.14,7.46,15.66,9.16,24.52,0.2,32.49,0.72,41.16,9.16,0.44,9.0,2.0,9.0,8.0,1.8627,3.0707,3.0667,0.72,2.0
0.2,37.5,1.22,18.06,0.51,35.06,1.29,27.54,4.69,32.81,3.29,19.69,0.33,23.44,0.39,26.52,2.65,16.63,14.62,26.64,0.56,30.89,14.62,1.22,9.0,2.0,7.0,8.0,2.7045,4.0131,2.97,2.65,0.0
0.95,31.64,10.67,19.63,8.9,9.91,0.4,24.65,0.51,27.76,0.5,21.31,3.78,30.78,4.84,22.96,6.6,42.62,12.33,32.32,4.64,36.48,12.33,10.67,9.0,2.0,4.0,7.0,4.92,4.0809,6.7133,4.64,4.0
0.81,21.68,1.08,19.51,10.66,18.4,4.64,19.44,2.31,45.45,1.04,17.88,1.19,24.85,3.96,13.66,11.93,35.94,0.99,28.41,4.19,23.34,11.93,10.66,8.0,3.0,5.0,7.0,3.8909,3.7518,3.135,2.31,4.0
0.22,24.43,0.06,27.33,0.84,35.26,13.05,24.57,0.54,30.23,1.86,11.6,3.81,30.86,4.94,17.61,3.66,25.98,0.44,32.61,1.14,44.73,13.05,0.84,8.0,3.0,6.0,7.0,2.7782,3.6146,2.6467,1.14,2.0
7.67,44.1,12.02,35.4,5.31,17.05,7.92,8.94,0.95,24.95,14.07,19.46,1.16,32.96,1.08,35.9,4.71,25.33,4.51,32.96,1.34,27.55,14.07,12.02,7.0,4.0,4.0,6.0,5.5218,4.3121,6.9667,5.31,4.0
0.29,36.81,0.37,24.54,11.91,18.18,3.31,32.49,5.97,44.65,0.52,32.68,0.87,27.65,10.72,35.98,3.86,17.82,3.99,29.01,5.66,9.04,11.91,10.72,7.0,4.0,4.0,6.0,4.3155,3.8449,5.815,5.66,2.0
0.83,29.77,0.54,24.14,8.09,10.56,4.56,38.59,10.16,34.87,4.92,27.41,0.73,27.06,0.81,32.1,0.82,36.3,13.76,21.38,1.53,19.26,13.76,10.16,9.0,2.0,5.0,7.0,4.25,4.3642,4.7267,1.53,0.0
0.31,35.04,2.37,20.32,1.0,27.13,13.43,21.63,4.27,35.97,0.6,24.99,0.76,33.04,5.46,46.06,1.72,30.74,2.07,28.68,6.62,11.2,13.43,-1.0,9.0,2.0,4.0,8.0,3.51,3.7125,4.68,2.37,1.0
8.81,17.41,3.53,33.96,12.63,31.59,1.13,23.24,4.89,24.98,0.65,26.94,4.14,20.5,8.61,37.25,0.74,30.22,0.77,17.12,8.48,11.96,12.63,8.81,9.0,2.0,4.0,7.0,4.9436,3.9392,6.8733,3.53,2.0
18.19,24.01,14.83,33.56,0.54,23.19,9.46,44.88,0.38,32.22,3.11,31.71,4.43,36.83,0.44,37.28,3.86,16.56,8.88,11.54,0.13,26.35,18.19,14.83,8.0,3.0,4.0,6.0,5.8409,5.9446,7.4,3.86,0.0
0.78,46.06,13.93,35.84,0.42,28.61,0.69,18.27,0.46,7.89,0.54,24.11,14.81,21.89,0.61,32.28,0.66,35.23,3.22,25.59,4.46,36.92,14.81,13.93,8.0,3.0,7.0,6.0,3.6891,5.1919,1.2875,0.46,0.0
4.08,29.33,11.34,19.46,13.79,33.84,1.64,16.02,0.87,20.54,0.78,23.14,6.49,41.44,0.73,18.23,0.62,25.93,0.5,29.26,4.22,22.05,13.79,11.34,10.0,1.0,5.0,8.0,4.0964,4.431,6.49,6.49,1.0
4.31,26.06,14.29,22.56,9.55,34.45,1.41,39.82,1.4,33.01,1.16,30.67,1.99,10.23,1.08,35.02,1.15,28.0,0.91,24.78,4.82,29.77,14.29,9.55,10.0,1.0,6.0,8.0,3.8245,4.1439,1.99,1.99,2.0
0.07,34.53,12.12,34.53,0.04,31.3,11.37,23.28,0.28,17.24,3.94,33.99,3.39,41.38,0.11,27.61,3.83,30.97,0.17,25.09,3.36,27.47,12.12,11.37,9.0,2.0,5.0,7.0,3.5164,4.1915,1.835,0.28,4.0
8.08,31.56,0.46,21.5,0.72,28.37,1.01,23.72,1.6,37.52,1.26,14.04,12.81,20.48,0.89,26.0,5.66,25.97,4.44,19.46,0.94,17.97,12.81,8.08,10.0,1.0,6.0,7.0,3.4427,3.7939,1.43,1.26,1.0
0.6,28.74,0.71,18.32,0.8,15.91,9.49,16.84,0.9,31.1,0.8,26.68,17.8,33.96,5.73,46.29,1.13,23.64,1.16,38.17,0.8,21.14,17.8,9.49,8.0,3.0,8.0,7.0,3.6291,5.2317,0.9533,0.8,0.0
0.5,30.73,5.62,27.99,0.37,27.54,1.88,36.34,5.42,22.49,8.37,40.71,1.91,33.98,0.42,23.99,0.47,36.06,6.72,17.79,13.73,34.47,13.73,5.42,9.0,2.0,4.0,6.0,4.1282,4.1032,5.6567,1.88,2.0
2.7,31.65,0.36,35.5,14.62,32.39,0.47,43.1,0.06,32.49,0.5,23.95,0.49,29.5,0.98,10.53,0.21,27.35,2.87,22.74,0.5,16.75,14.62,2.87,8.0,3.0,8.0,7.0,2.16,4.0457,0.65,0.47,0.0
0.3,23.69,2.15,35.26,0.33,35.84,0.51,32.52,0.59,29.52,0.44,17.6,3.82,19.58,3.81,32.11,0.37,26.81,14.03,22.96,4.02,15.43,14.03,3.81,9.0,2.0,6.0,8.0,2.7609,3.8615,2.76,0.44,0.0
7.2,42.09,12.09,27.15,0.99,29.72,5.57,32.01,4.4,25.05,0.73,21.79,3.54,18.93,1.01,15.86,0.74,23.58,0.67,18.19,0.63,25.77,12.09,3.54,10.0,1.0,6.0,8.0,3.4155,3.5231,4.5933,1.01,0.0
0.75,24.62,0.49,21.5,16.97,26.05,3.83,26.76,2.81,22.75,6.08,40.92,0.56,18.62,0.75,8.95,1.32,35.33,4.41,19.29,0.61,28.58,16.97,4.41,8.0,3.0,6.0,7.0,3.5073,4.6264,2.7167,0.75,0.0
0.93,33.71,2.64,17.55,0.6,27.0,3.5,33.84,12.58,34.86,10.76,21.63,0.72,29.81,0.45,24.0,0.83,35.49,8.38,38.02,0.58,9.81,10.76,3.5,9.0,2.0,6.0,6.0,3.8155,4.3308,6.045,0.58,4.0
3.85,39.28,7.12,35.02,2.96,22.44,6.87,19.19,0.83,24.88,9.66,25.38,0.69,30.7,0.92,34.56,4.09,32.11,4.83,27.56,0.76,27.44,9.66,7.12,10.0,1.0,4.0,8.0,3.8709,2.9016,4.56,2.96,5.0
1.01,29.49,16.21,35.7,13.86,30.55,0.76,35.23,11.2,41.35,9.3,20.17,0.8,37.32,17.25,19.15,10.22,9.98,0.77,21.83,9.95,28.86,17.25,16.21,8.0,3.0,4.0,4.0,8.3027,6.1226,10.24,9.3,2.0
0.21,26.54,0.24,24.25,4.97,18.55,14.97,37.94,0.16,21.99,0.1,32.79,18.46,15.93,4.67,10.42,2.96,34.82,0.85,39.39,0.11,35.55,18.46,14.97,8.0,3.0,6.0,7.0,4.3364,6.1361,1.9933,0.16,7.0
4.58,25.83,4.63,39.97,3.94,30.55,0.46,30.63,0.48,19.09,13.66,24.86,4.71,19.96,4.58,14.12,9.37,33.38,0.14,26.54,0.25,22.83,13.66,9.37,10.0,1.0,4.0,8.0,4.2545,4.0102,4.605,4.58,1.0
7.75,45.59,17.28,18.86,6.54,29.17,16.04,37.29,8.83,11.15,0.6,24.35,0.97,32.82,1.12,31.18,8.51,37.32,0.57,35.78,7.47,18.04,17.28,16.04,7.0,4.0,4.0,4.0,6.88,5.6174,8.0167,7.47,1.0
0.33,18.36,0.23,21.26,0.42,29.53,2.54,10.46,1.32,25.3,0.71,22.86,0.27,26.72,0.6,43.38,11.36,20.93,12.82,31.89,0.7,33.91,12.82,11.36,9.0,2.0,8.0,7.0,2.8455,4.4138,1.28,0.6,1.0
0.13,35.78,0.7,30.68,13.4,19.07,4.49,25.09,4.44,28.62,0.76,27.05,1.27,42.91,3.82,8.4,3.34,17.93,8.87,35.24,0.51,23.84,13.4,8.87,7.0,4.0,5.0,6.0,3.7936,3.9139,2.81,1.27,2.0
13.02,30.99,0.98,28.18,1.43,19.24,0.5,22.12,4.11,23.15,4.9,32.9,0.62,24.54,5.75,38.22,8.58,18.26,0.79,32.42,5.54,15.25,13.02,8.58,9.0,2.0,5.0,7.0,4.2018,3.7881,4.24,1.43,2.0
13.77,35.51,6.55,17.85,1.42,10.18,0.93,37.41,0.57,27.37,2.28,32.03,1.14,24.24,0.77,33.61,4.68,35.83,11.99,20.56,6.8,41.26,13.77,11.99,8.0,3.0,5.0,6.0,4.6273,4.4639,4.9233,1.42,0.0
0.42,35.19,0.62,24.66,15.49,26.56,7.22,10.4,14.28,34.21,11.55,19.46,0.95,27.12,26.68,37.54,0.8,32.5,7.2,44.85,28.75,17.14,28.75,26.68,7.0,4.0,4.0,4.0,10.36,9.7286,8.6567,7.2,1.0
0.81,23.91,1.2,29.35,2.83,18.29,6.4,36.79,0.73,32.78,2.97,29.2,1.1,25.87,1.89,9.85,16.66,20.52,0.41,21.03,3.88,25.62,16.66,6.4,9.0,2.0,5.0,8.0,3.5345,4.4778,2.36,1.89,2.0
11.19,33.21,1.03,26.17,12.77,19.41,2.28,32.22,6.38,44.2,4.23,20.27,0.93,21.44,1.16,23.71,5.48,27.41,1.2,18.09,1.98,13.41,12.77,11.19,9.0,2.0,4.0,6.0,4.4209,3.9973,4.18,1.98,3.0
0.38,28.24,0.1,25.58,13.65,19.16,14.24,34.73,1.02,33.49,0.55,22.26,3.41,23.34,3.05,15.22,0.64,18.2,4.86,23.61,3.97,40.66,14.24,13.65,9.0,2.0,5.0,8.0,4.17,4.8621,2.68,1.02,1.0
4.26,21.87,4.51,37.09,1.09,23.18,1.87,11.57,3.97,30.91,0.83,25.85,4.01,24.54,3.99,18.29,1.21,17.94,0.63,28.54,4.07,32.39,4.07,3.97,9.0,2.0,4.0,9.0,2.7673,1.5319,3.4567,1.87,5.0
6.32,7.65,17.56,37.0,0.2,24.55,7.67,43.04,0.87,35.2,10.85,16.56,0.88,27.35,0.72,25.29,1.41,30.61,1.56,28.99,0.7,32.23,17.56,10.85,8.0,3.0,6.0,7.0,4.4309,5.3588,4.73,0.2,3.0
8.36,44.3,0.58,19.62,0.54,29.86,0.14,17.94,11.67,33.75,15.07,22.13,0.41,26.18,8.3,15.94,4.85,20.36,6.86,11.73,6.27,35.8,15.07,11.67,7.0,4.0,4.0,5.0,5.7318,4.7806,7.1633,6.27,0.0
0.32,25.52,1.23,27.6,0.87,17.66,1.29,31.06,2.46,23.23,9.04,28.97,0.01,34.68,0.2,29.07,0.07,32.62,6.28,39.12,3.21,35.01,9.04,3.21,10.0,1.0,7.0,8.0,2.2709,2.7777,3.2033,0.87,0.0
1.32,17.1,2.29,21.9,0.61,29.01,10.09,19.75,1.71,20.87,5.1,27.98,1.44,23.21,17.3,29.77,2.46,45.24,4.59,34.33,1.74,10.15,17.3,10.09,8.0,3.0,3.0,5.0,4.4227,4.8095,2.93,1.74,1.0
2.3,13.99,0.29,24.67,3.7,28.85,0.55,28.95,0.49,26.85,0.57,23.21,0.34,17.91,4.06,23.59,0.38,21.15,1.76,8.11,0.99,30.63,2.3,0.99,10.0,1.0,7.0,10.0,1.4027,1.318,2.73,1.76,5.0
4.75,39.75,11.58,28.11,0.12,23.76,1.2,13.91,0.09,7.99,0.09,26.15,3.62,18.47,0.16,21.53,0.16,17.57,0.36,28.37,3.96,23.79,11.58,3.62,9.0,2.0,7.0,8.0,2.3718,3.3739,2.0133,0.09,0.0
6.98,8.62,1.57,32.1,6.36,16.76,8.69,26.56,0.51,34.98,1.67,26.85,0.88,29.75,0.67,24.7,1.48,37.66,1.24,28.45,12.41,28.1,12.41,1.67,9.0,2.0,5.0,7.0,3.86,3.8761,5.8775,1.48,2.0
3.76,19.69,0.63,17.49,0.66,21.12,6.72,17.59,1.05,24.17,8.63,8.85,13.16,29.02,3.18,23.74,9.41,42.04,1.08,32.74,0.89,28.36,6.72,1.08,9.0,2.0,5.0,7.0,4.47,4.153,10.4,8.63,2.0
4.72,27.2,11.81,32.69,3.22,12.82,0.53,26.36,0.64,21.54,4.16,32.87,0.81,29.52,12.33,18.33,0.78,17.29,4.05,20.89,3.76,37.24,12.33,11.81,9.0,2.0,4.0,7.0,4.2555,3.9858,3.7133,3.22,1.0
0.8,20.63,3.13,18.97,0.9,35.25,0.91,26.54,14.92,29.86,0.72,29.9,1.16,10.32,0.73,18.65,12.56,16.15,4.4,24.79,1.43,43.78,14.92,12.56,8.0,3.0,7.0,6.0,3.7873,4.8473,1.1633,0.9,0.0
13.58,31.56,8.73,24.05,0.04,22.56,0.0,44.0,0.16,36.73,1.08,30.09,0.27,34.4,0.03,32.89,0.17,19.35,0.31,26.74,5.31,11.64,13.58,8.73,8.0,3.0,8.0,6.0,2.6982,4.3707,1.8267,0.0,0.0
7.27,43.92,16.54,26.48,0.71,18.22,8.69,18.08,0.79,25.7,0.63,30.13,4.16,36.55,3.95,27.14,4.92,24.02,0.94,8.54,0.83,22.21,16.54,8.69,8.0,3.0,5.0,6.0,4.4936,4.6713,4.1233,0.94,2.0
4.7,27.3,12.88,17.27,0.49,29.17,11.17,33.57,0.01,20.81,0.52,44.32,0.08,24.85,4.69,16.67,0.3,17.84,0.59,35.36,3.27,8.73,12.88,11.17,8.0,3.0,6.0,6.0,3.5182,4.3718,1.46,0.52,4.0
1.25,28.55,2.74,16.8,1.24,32.85,2.5,8.21,10.77,17.34,14.23,28.19,7.69,37.82,4.79,31.86,1.05,36.05,0.66,23.5,12.1,35.05,14.23,12.1,8.0,3.0,4.0,5.0,5.3655,4.7549,6.9867,2.5,1.0
4.44,36.69,12.1,32.82,1.01,20.91,1.1,30.14,0.44,37.49,0.58,32.98,0.76,27.25,4.29,17.74,1.64,9.51,0.9,22.75,14.71,18.14,14.71,12.1,7.0,4.0,6.0,6.0,3.8155,4.7445,3.4567,1.64,1.0
4.29,32.0,15.77,29.75,1.2,34.47,0.88,27.55,3.76,39.46,0.69,30.91,4.75,27.33,9.65,14.7,3.84,35.1,1.54,18.46,1.09,24.73,15.77,3.84,9.0,2.0,4.0,8.0,4.3145,4.4019,6.705,3.76,1.0
0.48,31.6,0.22,26.26,0.54,36.2,7.04,17.57,3.64,31.04,0.1,28.48,19.05,27.09,3.61,35.32,3.7,28.26,5.88,40.23,0.18,22.7,19.05,3.61,9.0,2.0,5.0,8.0,4.04,5.2922,6.46,5.88,0.0
0.86,30.33,4.43,19.33,4.07,26.35,11.33,27.19,0.76,28.8,3.6,31.72,1.88,33.1,0.91,23.84,0.85,26.64,0.74,21.25,0.48,42.64,11.33,3.6,10.0,1.0,6.0,9.0,2.7191,3.0655,2.455,0.48,0.0
0.59,35.33,4.21,33.08,9.14,19.43,0.96,32.4,1.03,26.72,0.88,42.38,1.27,21.96,1.07,29.65,12.08,34.23,4.61,26.3,7.96,10.37,12.08,1.27,8.0,3.0,6.0,7.0,3.9818,3.8525,5.9933,0.88,2.0
18.33,33.73,15.09,18.88,0.74,19.98,1.09,23.44,9.91,34.36,0.6,28.87,6.41,8.91,8.05,24.51,1.15,32.5,9.47,15.22,4.74,44.5,18.33,15.09,8.0,3.0,4.0,4.0,6.8709,5.7529,6.8733,4.74,3.0
14.34,34.72,0.14,26.42,0.03,32.55,2.79,24.19,8.56,45.5,0.17,35.32,13.99,21.14,7.08,16.33,8.5,12.36,3.23,32.24,0.21,24.28,14.34,13.99,8.0,3.0,4.0,6.0,5.3673,5.2087,8.0467,7.08,4.0
7.89,14.63,2.12,18.0,2.63,29.06,3.47,24.2,0.52,20.37,0.28,32.95,0.87,27.13,5.72,36.23,0.83,24.31,15.72,32.11,8.04,42.12,15.72,2.12,9.0,2.0,4.0,7.0,4.3718,4.4898,7.2167,5.72,0.0
1.24,28.18,0.63,25.76,11.15,30.35,0.81,22.62,12.77,18.15,4.4,27.99,1.46,37.72,4.69,24.52,0.54,19.37,3.64,20.85,0.48,14.12,12.77,11.15,10.0,1.0,6.0,8.0,3.8009,4.1377,0.97,0.48,3.0
7.9,46.06,12.67,36.66,1.63,22.13,0.87,8.59,0.35,24.44,18.12,21.26,0.69,31.83,0.87,34.55,4.62,33.21,5.09,23.33,0.76,28.52,18.12,12.67,9.0,2.0,5.0,6.0,4.87,5.584,3.4667,0.87,3.0
0.27,21.19,0.33,17.53,5.98,35.81,0.32,25.11,1.53,16.54,12.78,30.06,3.07,31.02,1.96,25.02,0.09,30.0,0.5,6.41,10.49,15.61,12.78,10.49,9.0,2.0,5.0,7.0,3.3927,4.2497,3.755,1.53,1.0
0.54,32.54,0.73,24.71,2.2,44.53,1.11,28.57,0.94,30.71,0.37,26.93,1.6,8.56,11.51,34.8,0.3,35.62,12.79,19.96,0.61,20.02,12.79,11.51,9.0,2.0,7.0,7.0,2.9727,4.3672,1.47,0.61,1.0
0.26,28.92,4.67,30.56,10.62,33.85,0.4,19.02,5.02,23.43,4.22,20.39,0.53,21.13,0.61,24.26,4.89,37.33,1.81,13.99,8.38,16.1,10.62,8.38,9.0,2.0,4.0,7.0,3.7645,3.303,3.35,1.81,1.0
0.52,24.7,0.62,36.33,13.78,36.28,1.84,20.77,1.16,29.64,17.82,18.96,4.07,33.09,3.57,30.13,3.69,42.09,0.81,27.02,4.71,19.15,17.82,13.78,8.0,3.0,4.0,7.0,4.7809,5.4536,3.4133,1.84,7.0
1.06,29.01,3.5,26.61,2.89,19.03,2.82,35.47,0.87,13.71,1.13,25.13,0.95,37.78,16.43,25.86,0.93,21.97,0.8,17.9,3.98,23.43,16.43,2.89,8.0,3.0,6.0,7.0,3.2145,4.33,0.91,0.87,0.0
