defender1_x,defender1_y,defender2_x,defender2_y,defender3_x,defender3_y,defender4_x,defender4_y,defender5_x,defender5_y,defender6_x,defender6_y,defender7_x,defender7_y,defender8_x,defender8_y,defender9_x,defender9_y,defender10_x,defender10_y,defender11_x,defender11_y,receiver_alignment,offensive_formation,possessionTeamScoreDiff,quarter,down,yards_to_go,deepest_safety_depth,next_deepest_safety_depth,middle_field_count,outside_field_count,players_near_los,players_in_box,avg_defender_depth,std_defender_depth,avg_cb_depth,min_cb_depth,max_cb_depth,avg_defender_to_deepest_safety_depth,defender_lateral_spread,std_lb_depth,lb_lateral_spread,avg_lb_depth,min_lb_depth,max_lb_depth,std_db_depth,avg_db_depth,safety_lateral_spread,std_safety_depth,avg_safety_depth,safety_depth_diff,mof_open,man_zone,target_y
0.16,24.54,10.45,38.14,14.11,20.13,0.05,27.21,0.14,30.68,3.32,36.68,4.36,26.48,0.25,34.9,5.73,10.12,5.5,19.68,5.63,45.83,3.0,2.0,-3.0,3.0,1.0,3.0,14.11,10.45,8.0,3.0,4.0,6.0,4.5182,4.3554,5.68,5.63,5.73,9.5918,35.71,1.9886,17.0,3.335,0.16,5.5,3.5448,8.98,18.01,1.83,12.28,3.66,1.0,1.0,4.0
2.52,19.38,0.55,28.25,3.61,21.93,0.91,25.48,2.05,34.41,8.69,36.3,0.99,21.0,13.21,30.25,0.53,32.25,6.4,18.3,4.5,26.89,0.0,1.0,-2.0,1.0,2.0,1.0,13.21,2.52,11.0,0.0,4.0,8.0,3.9964,3.832,5.7133,2.05,8.69,9.2136,18.0,1.6851,11.25,2.4075,0.53,4.5,4.1339,6.574,10.87,5.345,7.865,10.69,0.0,1.0,2.0
0.73,36.03,5.07,19.49,5.81,28.27,1.96,33.41,4.99,9.47,0.56,28.76,16.08,21.65,11.78,36.37,0.68,24.33,0.79,26.72,6.28,41.44,0.0,0.0,-1.0,4.0,2.0,3.0,16.08,11.78,8.0,3.0,4.0,5.0,4.9755,4.811,5.4467,4.99,6.28,11.1045,31.97,2.3928,3.94,2.4267,0.68,5.81,4.7626,7.6933,14.72,5.9095,9.94,4.3,1.0,1.0,1.0
1.22,44.85,5.46,9.44,0.66,35.53,3.86,31.42,0.91,15.65,0.27,24.12,7.6,21.56,14.98,31.36,3.98,26.36,0.75,31.39,0.64,27.38,1.0,0.0,1.0,3.0,2.0,3.0,14.98,7.6,8.0,3.0,6.0,6.0,3.6664,4.2495,2.53,0.91,5.46,11.3136,35.41,1.7335,11.41,2.1925,0.27,3.98,5.1428,6.034,9.8,3.69,11.29,7.38,0.0,0.0,0.0
0.71,17.8,12.07,20.61,0.71,25.19,5.21,24.78,0.61,21.39,1.98,17.04,11.15,32.63,6.77,37.1,8.24,42.56,4.05,23.48,0.53,29.68,1.0,0.0,1.0,3.0,2.0,3.0,12.07,11.15,9.0,2.0,4.0,6.0,4.73,4.1205,5.6633,1.98,8.24,7.34,25.52,2.0475,11.88,2.625,0.53,5.21,3.5858,8.042,12.02,0.46,11.61,0.92,1.0,0.0,0.0
1.43,15.98,9.24,22.28,0.78,26.18,0.95,18.37,0.74,29.06,2.65,32.6,1.01,22.65,4.54,25.84,7.72,35.51,4.25,20.36,14.76,29.23,1.0,1.0,-1.0,2.0,1.0,3.0,14.76,9.24,10.0,1.0,5.0,8.0,4.37,4.3021,3.9333,1.43,7.72,10.39,19.53,0.145,5.48,4.395,4.25,4.54,4.8078,7.16,6.95,2.76,12.0,5.52,0.0,1.0,2.0
0.69,31.95,4.54,38.21,0.38,34.04,2.86,42.69,3.95,24.69,0.55,27.95,0.23,23.33,1.32,11.45,7.38,29.14,19.15,26.77,0.56,18.77,0.0,0.0,-1.0,4.0,3.0,0.0,19.15,7.38,8.0,3.0,6.0,6.0,3.7827,5.319,1.58,0.56,2.86,15.3673,31.24,1.6559,8.62,1.6233,0.23,3.95,6.3022,5.9683,11.44,6.325,10.3567,11.77,0.0,0.0,0.0
0.0,33.28,0.44,43.51,10.86,36.74,0.13,30.75,0.31,23.64,1.41,19.07,0.55,27.0,1.11,10.34,15.31,26.03,0.17,36.97,2.62,30.61,0.0,0.0,0.0,1.0,3.0,2.0,15.31,10.86,8.0,3.0,8.0,6.0,2.9918,4.9045,0.9867,0.44,1.41,12.3182,33.17,0.9435,13.33,0.756,0.13,2.62,6.0998,5.826,10.71,2.225,13.085,4.45,1.0,0.0,0.0
0.52,19.96,0.65,25.95,13.22,33.79,0.49,30.02,4.89,24.62,4.57,20.58,0.97,27.45,6.93,13.86,7.49,44.02,2.51,35.44,13.27,19.07,0.0,0.0,0.0,2.0,2.0,2.0,13.27,13.22,8.0,3.0,4.0,6.0,5.0464,4.5511,5.6433,2.51,7.49,8.2236,30.16,1.9889,4.66,3.3267,0.52,4.89,4.1043,8.684,14.72,0.025,13.245,0.05,1.0,1.0,3.0
0.73,31.6,2.82,42.73,12.02,34.36,0.34,27.18,5.67,24.42,3.25,19.33,0.25,35.39,3.2,11.31,11.88,19.29,0.59,23.38,5.42,32.87,3.0,2.0,2.0,2.0,3.0,3.0,12.02,11.88,7.0,4.0,4.0,4.0,4.1973,4.0806,3.09,2.82,3.25,7.8227,31.42,2.5275,12.01,2.454,0.25,5.67,4.3433,6.634,15.07,0.07,11.95,0.14,1.0,1.0,1.0
12.71,32.8,10.29,24.2,0.35,23.89,6.23,43.88,6.89,14.4,3.63,25.7,0.31,32.17,0.09,27.26,5.1,31.82,0.23,35.31,2.63,20.29,2.0,0.0,0.0,1.0,2.0,2.0,12.71,10.29,9.0,2.0,4.0,6.0,4.4055,4.1188,5.25,2.63,6.89,8.3045,29.48,2.268,11.42,1.8933,0.23,5.1,3.5229,7.0633,8.6,3.8392,8.8767,2.42,1.0,1.0,2.0
5.46,28.38,18.8,28.01,0.98,36.24,0.66,32.48,5.93,18.58,0.17,23.48,8.27,41.47,0.51,35.0,1.74,9.85,0.89,28.53,1.11,44.46,3.0,2.0,-1.0,1.0,2.0,2.0,18.8,8.27,7.0,4.0,6.0,5.0,4.0473,5.3374,1.425,1.11,1.74,14.7527,34.61,2.24,7.86,3.22,0.98,5.46,6.3908,7.17,22.89,5.5976,11.0,10.53,0.0,0.0,0.0
0.8,29.16,0.7,32.3,0.57,35.0,3.91,29.14,1.13,19.27,13.89,31.91,3.8,24.63,0.45,25.4,5.54,39.15,3.71,22.1,1.18,10.83,1.0,0.0,-1.0,1.0,1.0,3.0,13.89,3.71,9.0,2.0,6.0,7.0,3.2436,3.7624,2.6167,1.13,5.54,10.6464,28.32,0.055,4.51,3.855,3.8,3.91,4.7014,5.09,9.81,5.09,8.8,10.18,0.0,0.0,0.0
5.33,42.15,9.37,24.36,0.62,27.19,0.44,34.91,2.89,21.6,3.87,26.99,3.19,11.6,5.18,37.77,0.81,30.99,0.52,24.65,6.85,34.44,0.0,0.0,0.0,1.0,1.0,3.0,9.37,6.85,9.0,2.0,4.0,6.0,3.5518,2.7994,3.8033,2.89,5.33,5.8182,30.55,0.655,10.78,4.525,3.87,5.18,2.4072,5.526,10.08,1.26,8.11,2.52,0.0,1.0,4.0
0.64,35.13,5.05,28.69,4.27,39.85,3.29,23.91,1.14,25.09,13.57,28.3,5.98,18.36,4.97,34.45,4.93,32.43,0.37,27.07,0.53,30.78,0.0,1.0,1.0,2.0,1.0,3.0,13.57,4.97,10.0,1.0,4.0,8.0,4.0673,3.6135,4.5133,3.29,5.98,9.5027,21.49,0.06,3.74,4.99,4.93,5.05,3.6834,6.416,6.15,4.3,9.27,8.6,0.0,1.0,2.0
0.28,17.38,3.86,32.81,0.29,28.58,14.0,21.17,1.97,15.18,0.62,24.64,11.04,30.79,0.84,22.53,0.58,21.07,7.23,36.03,0.28,30.4,1.0,0.0,1.0,2.0,3.0,1.0,14.0,11.04,10.0,1.0,6.0,8.0,3.7264,4.6501,4.3533,1.97,7.23,10.2736,20.85,0.13,1.46,0.71,0.58,0.84,4.441,7.62,9.62,1.48,12.52,2.96,1.0,1.0,2.0
0.14,19.63,0.03,29.49,2.86,20.08,14.98,33.18,0.61,22.48,7.41,42.77,2.87,35.27,0.56,25.37,1.57,26.52,7.56,17.2,0.41,9.87,0.0,0.0,1.0,4.0,2.0,1.0,14.98,7.56,8.0,3.0,5.0,6.0,3.5455,4.4512,3.5633,0.41,7.41,11.4345,32.9,0.7015,9.86,0.58,0.03,1.57,4.7603,6.015,15.98,4.9893,8.4667,7.42,0.0,1.0,4.0
2.06,9.26,11.05,18.6,3.89,25.37,0.82,31.38,0.23,17.25,0.91,25.98,5.05,31.59,1.47,37.74,0.92,21.69,10.05,29.3,0.92,23.88,1.0,4.0,1.0,2.0,1.0,3.0,11.05,10.05,9.0,2.0,6.0,6.0,3.3973,3.6486,2.86,1.47,5.05,7.6527,28.48,1.535,6.01,2.355,0.82,3.89,3.9707,5.936,10.7,0.5,10.55,1.0,1.0,0.0,0.0
1.04,33.59,1.3,38.43,0.77,35.74,0.84,19.64,0.76,32.26,0.61,30.9,0.66,12.32,0.53,28.99,0.78,27.25,0.71,24.33,2.97,32.28,0.0,0.0,-2.0,4.0,3.0,0.0,0.84,0.77,9.0,2.0,10.0,9.0,0.9973,0.6557,0.98,0.66,1.3,0.35,26.11,0.0,0.0,2.97,2.97,2.97,0.2439,0.8925,16.1,0.035,0.805,0.07,0.0,0.0,5.0
1.28,22.74,16.95,17.08,3.16,25.04,7.78,9.29,0.72,26.63,0.51,19.14,4.68,19.33,7.18,42.23,0.32,29.3,6.81,33.53,18.11,31.91,0.0,0.0,1.0,2.0,1.0,3.0,18.11,16.95,9.0,2.0,4.0,6.0,6.1364,5.9843,7.2567,6.81,7.78,11.9736,32.94,0.0,0.0,3.16,3.16,3.16,5.2449,10.2517,14.83,6.076,13.2467,1.16,1.0,1.0,4.0
15.42,27.35,2.32,19.37,0.12,34.29,2.17,30.42,4.41,33.86,0.1,42.85,0.11,23.57,0.15,26.58,1.49,14.37,6.97,22.44,0.51,28.24,3.0,2.0,1.0,4.0,3.0,1.0,15.42,6.97,8.0,3.0,6.0,6.0,3.07,4.4186,0.795,0.1,1.49,12.35,28.48,1.12,3.44,3.29,2.17,4.41,5.5791,5.26,7.98,5.4225,8.2367,8.45,0.0,0.0,0.0
3.54,23.87,9.09,19.91,4.9,42.54,0.18,25.83,2.45,18.34,0.43,17.77,0.19,23.68,0.15,21.55,1.67,32.56,0.16,29.68,13.73,31.07,0.0,0.0,1.0,2.0,2.0,1.0,13.73,9.09,10.0,1.0,5.0,8.0,3.3173,4.2182,3.0067,1.67,4.9,10.4127,24.77,1.555,6.1,1.985,0.43,3.54,4.4986,6.368,11.16,2.32,11.41,4.64,0.0,1.0,2.0
17.59,33.3,0.98,35.68,7.63,8.78,0.78,26.53,0.82,32.32,12.22,22.72,5.27,35.6,5.08,15.25,1.21,28.87,6.36,44.92,0.36,23.98,3.0,2.0,-1.0,3.0,2.0,3.0,17.59,12.22,8.0,3.0,5.0,5.0,5.3,5.2728,6.3567,5.08,7.63,12.29,36.14,1.939,11.7,1.955,0.36,5.27,4.5904,9.776,10.58,2.685,14.905,5.37,1.0,1.0,2.0
12.18,21.06,4.56,33.1,8.2,36.68,0.4,32.01,0.43,29.24,4.14,27.71,3.82,21.57,6.92,16.01,0.3,24.58,0.36,37.33,0.33,34.69,0.0,1.0,-1.0,3.0,2.0,1.0,12.18,3.82,10.0,1.0,5.0,8.0,3.7855,3.8025,7.56,6.92,8.2,8.3945,21.32,2.0156,12.75,2.34,0.3,4.56,2.9982,7.78,0.51,4.18,8.0,8.36,0.0,1.0,2.0
6.54,37.7,0.73,24.58,3.68,28.51,0.56,29.54,0.61,21.18,1.05,19.14,7.9,42.95,4.24,22.7,3.96,15.65,15.54,28.74,0.99,17.66,0.0,1.0,0.0,3.0,2.0,3.0,15.54,3.96,9.0,2.0,5.0,8.0,4.1636,4.3326,5.1633,1.05,7.9,11.3764,27.3,1.6119,11.88,2.3675,0.56,4.24,4.8703,6.998,13.09,5.79,9.75,11.58,0.0,0.0,0.0
0.41,35.46,4.14,23.42,3.68,35.44,8.65,38.08,0.24,32.14,0.74,23.98,3.78,26.07,13.45,30.31,0.83,28.46,5.28,30.28,1.68,15.21,0.0,1.0,-1.0,4.0,2.0,3.0,13.45,4.14,10.0,1.0,4.0,7.0,3.8982,3.8812,5.165,1.68,8.65,9.5518,22.87,0.7318,9.37,4.2467,3.68,5.28,4.4946,6.98,6.89,4.655,8.795,9.31,0.0,0.0,0.0
0.47,28.7,0.95,22.17,7.59,9.38,8.24,37.85,0.65,25.91,4.51,21.9,2.27,34.88,0.64,18.09,15.65,32.42,16.2,23.02,4.9,27.75,1.0,0.0,-2.0,2.0,2.0,3.0,16.2,15.65,8.0,3.0,4.0,6.0,5.6427,5.511,6.0333,2.27,8.24,10.5573,28.47,2.0804,10.61,2.63,0.47,4.9,5.273,9.99,9.4,0.275,15.925,0.55,1.0,1.0,3.0
1.25,23.89,1.14,9.89,13.69,18.06,12.42,30.82,2.98,17.51,3.6,34.13,0.96,35.02,4.79,35.65,0.85,31.66,3.1,27.17,0.77,29.24,0.0,0.0,1.0,4.0,2.0,1.0,13.69,12.42,8.0,3.0,5.0,7.0,4.1409,4.3957,2.97,1.14,4.79,9.5491,25.76,0.25,6.96,3.35,3.1,3.6,5.0895,7.004,12.76,0.635,13.055,1.27,1.0,1.0,4.0
1.08,25.75,0.53,22.65,1.23,16.9,0.66,24.05,12.87,23.39,2.67,13.94,2.11,20.51,3.42,27.14,0.68,21.55,3.01,23.71,5.37,31.91,2.0,3.0,-1.0,2.0,3.0,0.0,12.87,1.23,11.0,0.0,5.0,9.0,3.0573,3.4093,3.82,2.67,5.37,9.8127,17.97,0.7885,5.24,2.0667,1.08,3.01,4.1024,5.112,6.49,5.82,7.05,11.64,0.0,0.0,0.0
0.45,34.15,0.93,35.33,0.49,25.44,3.31,32.19,2.82,25.06,0.46,27.55,0.62,30.0,1.2,37.59,1.96,21.59,1.29,23.48,10.02,29.08,1.0,0.0,-1.0,3.0,1.0,3.0,10.02,0.93,11.0,0.0,7.0,10.0,2.1409,2.6584,1.4833,1.2,1.96,7.8791,16.0,1.2488,9.09,2.1933,0.45,3.31,3.4865,3.08,6.25,4.545,5.475,9.09,0.0,0.0,0.0
1.52,24.21,0.77,28.21,0.87,26.74,11.22,43.7,13.16,24.68,1.08,19.99,7.16,28.73,10.26,11.46,0.55,18.81,8.62,15.56,7.98,35.94,3.0,2.0,-2.0,4.0,4.0,3.0,13.16,8.62,8.0,3.0,4.0,5.0,5.7445,4.6292,9.82,7.98,11.22,7.4155,32.24,0.4036,7.93,0.98,0.55,1.52,2.048,9.7333,13.17,2.5548,9.6467,4.54,0.0,1.0,2.0
0.1,35.53,0.05,31.19,3.24,32.14,0.31,28.09,10.81,27.63,5.04,31.09,0.14,24.49,4.37,8.62,1.46,35.17,3.25,27.02,0.59,15.3,1.0,0.0,1.0,2.0,1.0,2.0,10.81,1.46,9.0,2.0,6.0,7.0,2.6691,3.1139,3.3333,0.59,5.04,8.1409,26.91,0.005,5.12,3.245,3.24,3.25,3.5957,4.454,7.54,4.675,6.135,9.35,0.0,0.0,0.0
3.84,41.95,10.16,35.77,0.06,32.08,0.18,35.51,0.19,28.4,1.17,19.72,4.03,29.0,1.19,9.29,0.84,36.92,0.11,24.09,12.59,21.82,0.0,4.0,2.0,3.0,2.0,2.0,12.59,10.16,9.0,2.0,7.0,7.0,3.1236,4.1447,2.0667,1.17,3.84,9.4664,32.66,1.595,7.92,2.435,0.84,4.03,4.7253,5.79,13.95,1.215,11.375,2.43,1.0,1.0,2.0
6.28,23.65,1.04,26.3,6.66,44.84,0.93,23.12,9.35,14.74,4.69,35.76,0.71,32.82,14.04,22.11,0.45,36.01,10.69,36.56,7.42,9.61,3.0,2.0,1.0,4.0,1.0,3.0,14.04,10.69,8.0,3.0,4.0,5.0,5.66,4.3686,7.81,6.66,9.35,8.38,35.23,2.915,12.36,3.365,0.45,6.28,3.0196,8.8083,14.45,3.8679,9.8067,3.35,1.0,1.0,3.0
0.02,19.44,4.32,22.52,8.21,34.15,0.57,23.67,3.11,12.0,16.1,21.53,3.89,30.2,0.96,29.58,0.88,26.04,0.55,17.63,0.28,28.19,0.0,0.0,-1.0,1.0,1.0,3.0,16.1,3.89,9.0,2.0,6.0,8.0,3.5355,4.622,5.66,3.11,8.21,12.5645,22.15,1.6303,11.95,1.5275,0.28,4.32,5.156,7.8275,8.67,6.105,9.995,12.21,0.0,1.0,2.0
6.61,13.26,12.8,33.01,3.13,25.69,4.38,31.92,0.51,26.83,0.21,35.93,0.59,29.87,1.99,18.94,6.32,42.07,0.43,32.76,11.17,18.18,1.0,0.0,0.0,1.0,2.0,2.0,12.8,11.17,7.0,4.0,4.0,6.0,4.3764,4.2141,4.9733,1.99,6.61,8.4236,28.81,1.6126,6.23,2.6733,0.51,4.38,3.8397,7.778,14.83,0.815,11.985,1.63,1.0,1.0,2.0
0.3,26.49,15.54,34.41,12.45,18.6,0.72,29.86,0.41,20.58,5.17,21.04,6.2,10.93,6.67,27.83,0.4,17.76,5.8,34.78,3.49,42.75,1.0,0.0,1.0,2.0,1.0,3.0,15.54,12.45,7.0,4.0,4.0,4.0,5.1955,4.8241,5.1633,3.49,6.2,10.3445,31.82,2.8832,12.1,2.5967,0.4,6.67,4.34,8.1083,15.81,4.3472,11.0533,3.09,1.0,1.0,3.0
0.53,17.07,0.64,29.56,6.26,36.21,7.07,8.98,9.78,13.63,1.05,20.83,1.03,26.31,13.3,32.51,4.56,30.27,5.68,19.09,7.53,43.52,3.0,2.0,-1.0,3.0,1.0,3.0,13.3,9.78,8.0,3.0,4.0,5.0,5.2209,3.9827,6.9533,6.26,7.53,8.0791,34.54,2.1608,11.18,3.6267,0.64,5.68,2.5404,8.788,18.88,1.76,11.54,3.52,0.0,1.0,2.0
7.72,30.68,6.59,36.78,0.52,22.06,0.74,27.08,4.09,24.9,6.86,10.58,0.54,29.11,1.36,15.11,11.81,22.32,3.73,33.26,0.31,19.03,3.0,2.0,1.0,2.0,3.0,2.0,11.81,7.72,8.0,3.0,5.0,6.0,4.0245,3.6318,3.8933,1.36,6.59,7.7855,26.2,1.775,4.21,2.315,0.54,4.09,3.2601,6.345,20.1,2.1595,8.7967,4.09,0.0,0.0,0.0
4.9,29.91,0.97,31.44,3.81,38.97,0.88,34.72,1.04,24.77,2.66,21.57,1.07,28.24,11.74,23.62,13.16,33.63,3.46,25.59,7.5,16.37,1.0,0.0,1.0,1.0,2.0,2.0,13.16,11.74,10.0,1.0,4.0,8.0,4.6536,4.1622,5.655,3.81,7.5,8.5064,22.6,0.72,4.32,4.18,3.46,4.9,4.1636,7.774,12.06,4.6513,9.1867,1.42,1.0,1.0,3.0
10.92,20.51,0.08,18.49,0.93,8.68,18.15,35.72,12.78,25.87,3.75,27.0,16.86,15.84,0.83,43.09,0.34,30.1,0.58,23.75,11.09,35.98,3.0,2.0,-1.0,1.0,3.0,3.0,18.15,16.86,7.0,4.0,5.0,4.0,6.9373,6.7819,4.2833,0.83,11.09,11.2127,34.41,5.4787,9.59,8.0133,0.34,12.78,7.4848,9.572,19.88,0.645,17.505,1.29,1.0,1.0,1.0
0.65,24.0,1.84,38.92,0.5,28.73,0.19,32.26,3.49,27.21,2.37,18.97,0.61,12.01,0.49,35.6,7.91,27.04,1.67,42.88,3.67,31.32,0.0,0.0,1.0,1.0,3.0,1.0,7.91,1.84,8.0,3.0,5.0,7.0,2.1264,2.1657,1.55,0.61,2.37,5.7836,30.87,1.5074,11.6,2.075,0.49,3.67,2.5791,2.88,11.88,3.035,4.875,6.07,0.0,0.0,0.0
14.67,24.22,0.81,22.96,0.2,35.34,8.65,40.79,0.41,26.68,0.68,29.76,4.97,28.52,4.51,33.62,6.34,35.68,0.46,33.09,5.09,19.3,0.0,1.0,-1.0,1.0,1.0,3.0,14.67,6.34,9.0,2.0,5.0,7.0,4.2536,4.3031,6.87,5.09,8.65,10.4164,21.49,2.1484,6.82,3.2267,0.2,4.97,4.5583,7.112,12.72,5.6967,7.2733,8.33,0.0,1.0,3.0
0.93,25.0,0.43,27.05,1.25,17.15,9.37,10.22,0.9,29.22,0.77,23.0,0.6,19.26,9.73,42.38,0.42,21.42,10.44,22.66,11.82,32.7,0.0,0.0,-2.0,4.0,3.0,3.0,10.44,1.25,9.0,2.0,7.0,7.0,4.2418,4.6496,10.3067,9.37,11.82,6.4491,32.16,0.1915,9.96,0.724,0.42,0.93,3.7314,8.522,5.51,4.595,5.845,9.19,0.0,1.0,4.0
13.22,34.17,0.64,28.72,7.27,14.32,0.59,19.62,0.79,26.12,0.5,31.89,4.4,23.44,0.52,23.96,4.34,27.79,6.1,44.21,9.83,22.21,1.0,1.0,1.0,4.0,1.0,3.0,13.22,9.83,9.0,2.0,5.0,7.0,4.3818,4.1599,6.685,6.1,7.27,8.8382,29.89,1.9129,12.27,2.4575,0.5,4.4,2.732,9.105,11.96,1.695,11.525,3.39,0.0,1.0,3.0
1.07,22.99,0.98,35.02,1.3,26.34,1.17,31.48,3.28,35.25,1.24,28.68,3.14,40.01,3.29,30.53,4.12,27.79,2.38,23.87,3.97,20.61,1.0,1.0,1.0,2.0,1.0,1.0,3.28,2.38,10.0,1.0,5.0,10.0,2.3582,1.1822,3.555,3.14,3.97,1.2018,19.4,1.3285,7.23,2.7967,0.98,4.12,0.5646,3.1925,11.38,0.45,2.83,0.9,0.0,0.0,5.0
6.68,35.05,4.12,27.16,0.71,28.23,0.9,24.13,1.31,26.44,1.73,16.57,1.26,8.84,1.02,20.77,11.53,18.95,0.79,32.31,8.34,31.03,2.0,1.0,-1.0,4.0,2.0,2.0,11.53,8.34,10.0,1.0,6.0,7.0,3.49,3.5597,3.2233,1.26,6.68,8.04,26.21,1.5185,11.54,1.9767,0.79,4.12,3.9288,5.908,12.08,1.595,9.935,3.19,0.0,0.0,0.0
4.04,20.95,1.17,44.03,0.88,22.14,0.64,25.81,1.76,35.75,14.63,21.61,3.16,30.53,6.81,9.5,4.67,24.9,0.52,28.55,1.04,18.27,1.0,0.0,-1.0,4.0,1.0,3.0,14.63,3.16,8.0,3.0,5.0,7.0,3.5745,3.9884,3.2467,1.17,6.81,11.0555,34.53,0.315,3.95,4.355,4.04,4.67,4.9656,5.506,8.92,5.735,8.895,11.47,0.0,0.0,0.0
14.9,17.01,2.13,43.73,0.28,21.15,0.66,25.31,4.79,20.87,1.38,11.1,0.16,18.53,0.56,36.04,13.89,37.48,0.47,30.24,5.06,27.56,1.0,0.0,-3.0,4.0,1.0,3.0,14.9,13.89,7.0,4.0,6.0,5.0,4.0255,5.1589,1.3567,0.56,2.13,10.8745,32.63,0.0,0.0,5.06,5.06,5.06,5.8933,6.275,20.47,4.5466,11.1933,1.01,1.0,1.0,4.0
0.65,26.83,7.77,17.84,5.29,39.85,0.54,29.09,0.96,23.93,0.81,37.3,0.48,34.37,10.56,34.67,11.12,24.36,4.56,30.5,0.45,31.9,0.0,0.0,1.0,4.0,1.0,3.0,11.12,10.56,9.0,2.0,6.0,7.0,3.9264,4.0166,6.53,5.29,7.77,7.1936,22.01,1.6589,13.37,1.7025,0.48,4.56,2.335,8.685,10.31,0.28,10.84,0.56,1.0,2.0,5.0
3.78,21.54,0.54,21.23,7.87,36.72,7.63,12.2,0.49,17.28,0.83,26.64,1.83,31.26,0.8,23.59,13.71,20.03,10.23,29.67,3.71,24.55,2.0,0.0,-1.0,1.0,1.0,3.0,13.71,10.23,9.0,2.0,4.0,7.0,4.6745,4.324,7.75,7.63,7.87,9.0355,24.52,0.035,3.01,3.745,3.71,3.78,3.8853,8.254,11.23,4.9867,8.59,3.48,1.0,1.0,2.0
5.17,36.38,0.72,30.36,5.19,29.8,0.7,34.89,8.24,17.79,3.53,33.47,16.29,25.46,2.11,20.35,0.6,26.97,4.78,26.28,0.33,23.49,2.0,3.0,-2.0,2.0,2.0,2.0,16.29,2.11,10.0,1.0,4.0,7.0,4.3327,4.4891,6.705,5.17,8.24,11.9573,18.59,2.0308,11.4,2.906,0.33,5.19,5.2791,7.9525,5.11,7.09,9.2,14.18,0.0,1.0,2.0
1.1,27.6,1.81,18.41,6.59,36.69,0.88,32.07,4.95,29.92,1.28,23.13,1.12,29.71,3.98,9.78,16.22,21.19,0.75,36.44,4.39,26.36,1.0,0.0,1.0,2.0,1.0,3.0,16.22,6.59,9.0,2.0,5.0,7.0,3.9155,4.3297,2.895,1.81,3.98,12.3045,26.91,1.8477,13.31,2.8425,0.75,4.95,5.5032,7.15,15.5,4.815,11.405,9.63,0.0,1.0,3.0
0.09,21.1,0.28,18.68,0.34,26.34,0.86,16.65,12.65,31.21,5.58,31.01,0.54,34.92,1.53,24.51,0.21,29.24,9.86,19.98,3.74,37.48,1.0,0.0,1.0,2.0,3.0,1.0,12.65,9.86,9.0,2.0,6.0,6.0,3.2436,4.1588,3.2867,0.54,5.58,9.4064,20.83,0.6388,5.83,0.6333,0.09,1.53,4.4602,5.5383,14.56,5.0309,7.79,2.79,0.0,0.0,0.0
0.84,29.34,0.76,24.72,9.03,8.68,3.91,44.88,11.54,35.86,6.11,27.39,7.19,31.68,0.88,26.86,0.84,35.78,14.87,21.43,6.38,21.19,1.0,0.0,-1.0,2.0,3.0,3.0,14.87,11.54,9.0,2.0,4.0,4.0,5.6682,4.5747,6.44,3.91,9.03,9.2018,36.2,3.175,4.1,4.015,0.84,7.19,3.68,8.64,14.43,3.6103,10.84,3.33,1.0,1.0,3.0
4.31,27.99,0.85,27.52,9.75,12.87,0.38,30.45,0.86,21.03,6.31,37.01,12.07,21.94,0.44,23.68,13.39,33.88,0.75,17.75,7.91,44.12,1.0,0.0,1.0,3.0,1.0,3.0,13.39,12.07,7.0,4.0,5.0,6.0,5.1836,4.7462,7.99,6.31,9.75,8.2064,31.25,1.78,10.24,2.53,0.75,4.31,2.5984,9.886,11.94,0.66,12.73,1.32,1.0,1.0,3.0
2.76,36.06,0.45,35.03,0.23,9.51,14.51,24.22,0.71,17.74,2.79,27.79,0.09,28.57,8.89,33.59,0.32,38.45,0.04,23.7,0.2,32.48,0.0,0.0,0.0,1.0,2.0,3.0,14.51,8.89,9.0,2.0,7.0,7.0,2.8173,4.4577,0.42,0.23,0.71,11.6927,28.94,1.2893,12.36,1.8633,0.04,2.79,5.807,4.932,9.37,2.81,11.7,5.62,0.0,1.0,1.0
0.55,30.69,1.33,21.4,0.53,22.7,0.47,26.98,8.72,16.49,13.59,30.65,3.65,44.13,0.48,17.75,0.79,16.38,4.52,37.0,1.43,25.07,1.0,0.0,0.0,2.0,3.0,2.0,13.59,1.33,9.0,2.0,7.0,7.0,3.2782,4.0647,5.63,3.65,8.72,10.3118,27.75,0.4323,12.94,0.82,0.48,1.43,4.4674,5.4333,14.27,5.9108,5.2367,12.26,0.0,1.0,2.0
0.5,28.55,0.75,32.6,3.61,35.65,5.52,29.33,2.79,19.68,8.9,37.81,0.48,35.16,1.08,45.2,0.37,23.92,15.04,21.78,1.72,9.37,0.0,0.0,-3.0,4.0,1.0,3.0,15.04,8.9,9.0,2.0,5.0,6.0,3.7055,4.3794,1.8633,1.08,2.79,11.3345,35.83,2.1257,11.73,3.1667,0.37,5.52,5.3463,5.906,16.03,3.07,11.97,6.14,0.0,1.0,3.0
0.91,23.5,4.45,30.89,9.53,34.23,0.93,35.03,2.61,19.2,1.01,27.4,0.75,17.77,13.76,20.66,0.84,30.67,1.04,32.42,4.56,27.26,0.0,0.0,-1.0,4.0,2.0,3.0,13.76,9.53,10.0,1.0,6.0,8.0,3.6718,4.0935,1.68,0.75,2.61,10.0882,17.26,1.6859,7.77,3.3133,0.93,4.56,5.2435,6.6625,13.57,2.115,11.645,4.23,0.0,1.0,3.0
